web-scraper-order,web-scraper-start-url,title,date
1628107030-301,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=201&page=1,"Ravaged by Harvey, Houston Dreamers fear deportation",5-Sep-17
1628107030-305,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=201&page=1,"5 things for September 5: North Korea, hurricanes, DACA, Myanmar, Alzheimer's",5-Sep-17
1628107072-343,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,"12 years ago today, Katrina hit. Here's how it compares with Harvey.",25-Aug-17
1628107072-339,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,Flooded Texas senior citizens in viral photo are now safe,29-Aug-17
1628107072-320,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,Powerful Hurricane Irma could be next weather disaster,31-Aug-17
1628107072-326,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,Houston superintendent vows schools will be ready to open on September 11,31-Aug-17
1628107072-330,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,High school coaches brave hurricane to evacuate their town,31-Aug-17
1628107072-325,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,J.J. Watt keeps surpassing Harvey relief goal: 'I'm with them for the long haul',1-Sep-17
1628107072-342,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,"Amid Harvey rescues, Houston officer's body recovered",29-Aug-17
1628107072-338,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,New Orleans draws on lessons of Katrina to help Houston,29-Aug-17
1628107072-321,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,Harvey's aftermath: More fires expected at chemical plant,1-Sep-17
1628107072-341,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,"5 things for August 30: Harvey, Trump, North Korea, Russia probe, salmonella",30-Aug-17
1628107072-328,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,"5 things for September 1: Harvey, North Korea, Kenya, Russia, David Clarke",1-Sep-17
1628107072-334,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,"5 things for August 31: Harvey, tax reform, sanctuary law, Russia probe, WWII bomb",31-Aug-17
1628107072-322,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,The hard part begins: Texans return home to assess Harvey damage,1-Sep-17
1628107072-329,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,Hero brothers rescue dozens of Harvey victims,31-Aug-17
1628107072-335,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,"The place where 10,000 people are living after Harvey",30-Aug-17
1628107072-331,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,Harvey aftermath: Death toll rises; so do the floodwaters,30-Aug-17
1628107072-323,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,Hurricane redux? Storms sometimes hit the same area,1-Sep-17
1628107072-333,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,The remarkable story behind this Harvey jet ski rescue,31-Aug-17
1628107072-332,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,Why we don't yet know Harvey's true toll,31-Aug-17
1628107072-324,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,What August showed us about America,1-Sep-17
1628107072-327,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,Harvey aftermath: Houston 'open for business'; other cities suffering,31-Aug-17
1628107072-337,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,"In between rescues, these National Guard troops take a break in a furniture store",30-Aug-17
1628107072-340,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,Joel Osteen says church has opened doors to flood victims,29-Aug-17
1628107072-336,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=251&page=1,CNN correspondent helps rescue man in Texas flooding,30-Aug-17
1628107125-355,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,"This Obama photo, doing the rounds after Harvey, is actually from 2015",28-Aug-17
1628107125-345,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,"Hurricane Katrina survivor flees floodwaters again, this time in Texas",28-Aug-17
1628107125-354,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,Battered Texas town may be without power for weeks,28-Aug-17
1628107125-368,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,Powerful Hurricane Harvey makes landfall in Texas,25-Aug-17
1628107125-362,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,Houston area copes with flooding as Harvey delivers pounding rainfall,26-Aug-17
1628107125-348,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,"Father, son reunite amid Harvey devastation: 'My dad's my hero'",29-Aug-17
1628107125-346,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,A little girl's inspiring note to her police officer dad as he heads out to help Harvey victims,29-Aug-17
1628107125-351,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,Cajun Navy brings boats from Louisiana to help flood-ravaged Houston,29-Aug-17
1628107125-353,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,Civilians and strangers become heroes for Harvey victims,28-Aug-17
1628107125-366,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,"Couple's 3rd attempt to wed is canceled again, thanks to Harvey",25-Aug-17
1628107125-363,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,"'We lost everything': Rockport, Texas suffers major hurricane damage",26-Aug-17
1628107125-356,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,Fire destroyed their home during Harvey. But a Virgin Mary statue survived,28-Aug-17
1628107125-352,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,"Houston knew it was at risk of flooding, so why didn't the city evacuate?",27-Aug-17
1628107125-364,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,Thousands stuck on cruise ships after Hurricane Harvey,26-Aug-17
1628107125-365,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,Flood-prone Houston hit by heavy rain as Harvey batters coast,25-Aug-17
1628107125-344,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,Louisiana braces for Harvey's rain as it marks Katrina's 12th anniversary,28-Aug-17
1628107125-360,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,'It broke me into tears:' Texas mom describes escaping floods,27-Aug-17
1628107125-358,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,Houston is flooded -- and the water is still rising,28-Aug-17
1628107125-369,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,5 reasons to closely watch Hurricane Harvey,24-Aug-17
1628107125-367,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,"Amid pumping failures, New Orleans readies for possible Harvey flooding",24-Aug-17
1628107125-350,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,Thousands rescued as Harvey's waters rise,28-Aug-17
1628107125-359,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,Dallas preps 'mega-shelter' as Texas braces for more rain,27-Aug-17
1628107125-361,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,This is what South Texas looks like after Harvey hit,26-Aug-17
1628107125-347,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,Officials to undocumented immigrants: You will not be arrested if you seek shelter after Harvey,29-Aug-17
1628107125-349,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,"5 things for August 29: Harvey, North Korea, Trump, police gear, killer nurse",29-Aug-17
1628107125-357,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=301&page=1,"5 things for August 28: Harvey, USS John McCain, President Trump, Alps deaths",28-Aug-17
1628107176-374,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=351&page=1,Auburn U. cutting down poisoned oaks,23-Apr-13
1628107176-373,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=351&page=1,Potential hurricane threatens Texas,22-Aug-17
1628107176-371,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=351&page=1,"'Go home, Harvey,' residents write messages for hurricane",25-Aug-17
1628107176-375,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=351&page=1,Debby downgraded to depression after hitting Florida,26-Jun-12
1628107176-372,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=351&page=1,"5 things for August 25: Harvey, Samsung sentence, execution, Whole Foods",25-Aug-17
1628107176-370,https://www.cnn.com/search?q=Hurricane%20Harvey&size=50&sort=newest&category=us&from=351&page=1,"'Life-threatening' rainfall expected in Texas, hurricane center says",24-Aug-17
