web-scraper-order,web-scraper-start-url,title,date
1628108168-729,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,NFL ratings are down again this season. Is it time to panic yet?,20-Sep-17
1628108168-732,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,How Hurricane Maria's deadly path compares to Irma's,20-Sep-17
1628108168-712,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,Irma brought out the truth about the Florida Keys,23-Sep-17
1628108168-737,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,"Quickly catch up on the day's news: Tuesday, September 19",19-Sep-17
1628108168-696,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,Trump's lack of empathy about Puerto Rico is staggering,26-Sep-17
1628108168-722,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,5 things for September 22: A nuclear warning of the 'highest level',22-Sep-17
1628108168-699,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,Hurricanes Irma and Harvey have racked up billions in damages. Who pays?,15-Sep-17
1628108168-733,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,Puerto Rico: Hurricane Maria hammers an economy that can't take much more,20-Sep-17
1628108168-736,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,Puerto Rico governor: Still time to get to shelters before Hurricane Maria,19-Sep-17
1628108168-715,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,Monica Puig: 'Tennis is so small and life is so precious',22-Sep-17
1628108168-701,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,Trump says US 'working hard' on Puerto Rico disaster response,26-Sep-17
1628108168-705,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,Hurricane Maria: These companies have pledged money to rebuild Puerto Rico,25-Sep-17
1628108168-728,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,"Quickly catch up on the day's news: Wednesday, September 20",20-Sep-17
1628108168-717,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,Eleventh death confirmed after Florida nursing home left without A/C,20-Sep-17
1628108168-718,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,Anxious relatives make a frantic search to contact relatives in Puerto Rico,22-Sep-17
1628108168-725,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,"US sends search-and-rescue team to Mexico, widening footprint in era of disasters",21-Sep-17
1628108168-693,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,Puerto Rico largely ignored by the media in the wake of Hurricane Maria devastation,26-Sep-17
1628108168-695,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,Puerto Rico's main airport is barely functioning,26-Sep-17
1628108168-700,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,Trump: I will go to Puerto Rico next Tuesday,26-Sep-17
1628108168-723,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,Stress levels rise at San Juan hospital after Hurricane Maria,22-Sep-17
1628108168-727,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,"""We have no clothes, food, or long-term shelter""",20-Sep-17
1628108168-731,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,"Resilience, suffering and silver linings after a disaster",19-Sep-17
1628108168-709,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,"Early ratings for the NFL are down again, but maybe not because of President Trump",25-Sep-17
1628108168-703,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,"San Juan mayor to Trump: Hurricane relief, debt crisis are 'two different issues'",26-Sep-17
1628108168-697,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,Who will help Puerto Rico?,26-Sep-17
1628108168-734,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,Puerto Rico had half as many people the last time it saw a hurricane this bad,19-Sep-17
1628108168-716,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=351&page=1,"Devastated by hurricanes, Puerto Rico again looks to Washington for help",22-Sep-17
1628108211-747,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Doctor-in-training talks dad through delivery during Irma,13-Sep-17
1628108211-741,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,In the Wake of Harvey,9-Sep-17
1628108211-766,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,"For first time in 300 years, no one is living on Barbuda",15-Sep-17
1628108211-752,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Cycle of selflessness: How Florida Keys survived Irma's darkest days,18-Sep-17
1628108211-762,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Hurricane Jose may threaten Northeast next week,15-Sep-17
1628108211-763,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Video shows naked woman in sweltering nursing home where 8 died,15-Sep-17
1628108211-756,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,"Forced out by Irma, residents finally returning to Lower Florida Keys",17-Sep-17
1628108211-758,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,The week in politics,16-Sep-17
1628108211-760,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Settle in with these weekend reads,16-Sep-17
1628108211-743,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,"Yes, climate change made Harvey and Irma worse",15-Sep-17
1628108211-759,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Melania Trump finds her footing after low-key summer,16-Sep-17
1628108211-740,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Richard Branson: Hurricanes are the 'start of things to come',19-Sep-17
1628108211-750,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,"5 things for September 18: UN, St. Louis, Hurricane Maria, Emmys",18-Sep-17
1628108211-751,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Hurricane Maria is following Irma's path and getting stronger,17-Sep-17
1628108211-764,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Cuba's old buildings were no match for Hurricane Irma,14-Sep-17
1628108211-757,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Tropical Storm Maria threatens Caribbean; Lee forms in Atlantic,16-Sep-17
1628108211-742,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Hurricane season's peak period lasts a few more weeks. Here's what to expect,7-Sep-17
1628108211-765,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Here's what big companies are giving for Irma relief,11-Sep-17
1628108211-754,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Florida governor issues new nursing home rules after post-hurricane deaths,17-Sep-17
1628108211-739,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Hurricane Maria poses new threat to debt-laden Puerto Rico,18-Sep-17
1628108211-745,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Dominica PM: Hurricane Maria 'devastates' island,18-Sep-17
1628108211-761,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Florida Keys residents trickle back to warning of new crisis,15-Sep-17
1628108211-753,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,"Sachs: Big Oil will have to pay up, like Big Tobacco",15-Sep-17
1628108211-746,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,St. Martin braces for another hurricane,18-Sep-17
1628108211-738,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,'Rapid intensification' fuels major Atlantic hurricanes in 2017,19-Sep-17
1628108211-749,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Neil deGrasse Tyson says it might be 'too late' to recover from climate change,17-Sep-17
1628108211-768,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,What happened this week (in anything but politics),15-Sep-17
1628108211-769,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Robert De Niro wants to help rebuild Barbuda after Hurricane Irma,15-Sep-17
1628108211-755,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Brian Stelter: Why newsrooms must keep fact-checking Trump,17-Sep-17
1628108211-767,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,Gas supply is getting better in Florida,15-Sep-17
1628108211-748,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,69th Annual Emmys nearly tie for all-time lowest ratings,18-Sep-17
1628108211-744,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=401&page=1,"5 things for September 19: Maria, Georgia Tech, Manafort, Rohingya, Obamacare",19-Sep-17
1628108256-776,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,Investigations underway after Florida nursing home deaths,14-Sep-17
1628108256-782,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,White House debates itself over amnesty,14-Sep-17
1628108256-780,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,Doctor: Nursing home deaths show the risks of being old in Florida,14-Sep-17
1628108256-783,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,Isn't it better to just bury power lines? That may depend on where you live,14-Sep-17
1628108256-779,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,"Out of the spotlight, Hurricane Harvey's victims struggle to recover",13-Sep-17
1628108256-798,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,At least 8 dead after Irma leaves Florida nursing home with no A/C,13-Sep-17
1628108256-795,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,"5 things for September 14: Irma, DACA, Clinton, Susan Rice, school fire",14-Sep-17
1628108256-773,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,"5 things for September 15: London train blast, North Korea, Trump, Irma, immigration",15-Sep-17
1628108256-772,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,Quest: China is planning for the future while the West bickers,15-Sep-17
1628108256-796,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,Insurance giant sounds alarm on Harvey and Irma,14-Sep-17
1628108256-770,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,Hurricane Irma: Three-quarters of one Florida county still without power,14-Sep-17
1628108256-778,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,"CNN 10 - September 15, 2017",14-Sep-17
1628108256-777,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,Trump dismisses climate change question by contradicting himself on hurricanes,14-Sep-17
1628108256-784,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,"Trump, Dems move closer to deal on DACA",13-Sep-17
1628108256-799,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,Hurricane Irma: Keys residents line up at checkpoint,13-Sep-17
1628108256-797,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,What Irma felt like: 4 harrowing tales of storm survival,13-Sep-17
1628108256-793,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,What 10 days without power will look like -- and what to do,13-Sep-17
1628108256-801,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,Woman uses coupon clipping to help hurricane victims,13-Sep-17
1628108256-790,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,"A week after Irma, Caribbean devastation is laid bare",13-Sep-17
1628108256-791,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,OJ growers are devastated by Irma,14-Sep-17
1628108256-781,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,"Quickly catch up on the day's news: Thursday, September 14",14-Sep-17
1628108256-787,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,Trump helps volunteer efforts in hurricane-ravaged Florida,14-Sep-17
1628108256-789,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,Wrath of Irma,14-Sep-17
1628108256-794,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,Florida airports won't be back to normal for days,13-Sep-17
1628108256-785,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,'We would've been dead': Stranger risks life to rescue family during Irma,14-Sep-17
1628108256-771,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,Businesses win millions in government contracts after hurricanes,15-Sep-17
1628108256-786,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,Trump's tone-deaf pitch for Rick Scott to run for Senate,14-Sep-17
1628108256-788,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,"Gas prices are coming down, but it's gonna take a while",14-Sep-17
1628108256-775,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,Donald Trump just defended his response to Charlottesville. Again.,14-Sep-17
1628108256-774,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,Tropical Storm Jose's forecast path shifts west toward US,14-Sep-17
1628108256-792,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,Complaints pouring into National Center for Disaster Fraud,14-Sep-17
1628108256-800,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=451&page=1,"READ: Ted Cruz's full interview on Twitter porn 'like,' sex toys law",13-Sep-17
1628108299-812,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,Anxious residents begin returning to battered Florida Keys,12-Sep-17
1628108299-828,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,Rick Scott has a major power problem on his hands,12-Sep-17
1628108299-804,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,What happens as Florida emerges from dark side of the moon,13-Sep-17
1628108299-832,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,This is the destruction Irma left behind in Florida and Southeast,11-Sep-17
1628108299-822,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,"Quickly catch up on the day's news: Tuesday, September 12",12-Sep-17
1628108299-810,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,Chainsaw-wielding nun clears debris from Irma,12-Sep-17
1628108299-827,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,Hurricane Irma washes away iconic boat - 28 years after Hurricane Hugo washed it ashore,12-Sep-17
1628108299-824,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,"For some farm workers, Irma stole shelter from the storm",12-Sep-17
1628108299-817,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,Power outages: Post-Irma recovery includes turning on the lights,12-Sep-17
1628108299-830,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,Why Republicans are frozen on climate change,12-Sep-17
1628108299-803,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,Hurricane Irma leaves 'nuclear landscape' in Caribbean,13-Sep-17
1628108299-807,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,The one group we abandoned during the hurricanes,12-Sep-17
1628108299-806,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,"Quickly catch up on the day's news: Wednesday, September 13",13-Sep-17
1628108299-808,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,"Order is returning to the Florida Keys, but services remain scarce",13-Sep-17
1628108299-818,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,European leaders arrive in Irma-struck Caribbean as aid effort ramps up,12-Sep-17
1628108299-821,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,"After Irma, it's time to take our power grid underground",12-Sep-17
1628108299-815,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,"Kenny Chesney vows to help Virgin Islands: Hurricanes can take our homes, but not our spirit",12-Sep-17
1628108299-805,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,Trump administration doesn't want to talk about climate change,12-Sep-17
1628108299-829,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,"Florida Keys: Level of destruction uncertain, but it's not looking good",11-Sep-17
1628108299-825,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,IRS grants tax extensions to those affected by Hurricane Irma,12-Sep-17
1628108299-809,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,How to rebuild an entire island after Hurricane Irma,13-Sep-17
1628108299-814,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,"5 things for September 13: Hurricanes, travel ban, Myanmar, Freddie Gray case",13-Sep-17
1628108299-819,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,Florida official: Death toll rises to 12 in state,12-Sep-17
1628108299-823,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,Top Trump aide to lead climate talks at UN,12-Sep-17
1628108299-833,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,"As Irma raged, Floridians stopped to take care of creatures great and small",11-Sep-17
1628108299-811,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,Hurricane Jose's looping path may bring it back toward Bahamas and US,13-Sep-17
1628108299-802,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,"He made it through Harvey, Irma: How a Texan is using social media to help Keys residents",13-Sep-17
1628108299-820,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,Celebrity-packed telethon raises funds for hurricane victims,12-Sep-17
1628108299-826,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,White House: Trump to visit Florida on Thursday,12-Sep-17
1628108299-813,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,Hurricane Jose's strange path may bring it back toward the Bahamas and US,12-Sep-17
1628108299-831,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,NOAA is helping Key West residents check on their property,12-Sep-17
1628108299-816,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=501&page=1,Hurricane Irma reminds Europe of its awkward colonial rule,12-Sep-17
1628108340-834,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,American couple get emotional recalling St. Maarten devastation,12-Sep-17
1628108340-836,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,Don't forget about us: Irma's desperate Caribbean survivors,11-Sep-17
1628108340-845,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,A rescue that Twitter and text messages made happen,11-Sep-17
1628108340-858,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,Gas shortage: Florida races to refill gas stations after Hurricane Irma,11-Sep-17
1628108340-843,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,The biggest question for hurricane survivors is 'What now?',6-Sep-17
1628108340-850,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,I fled Irma and found the best side of America,11-Sep-17
1628108340-837,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,Gas remains scarce in Florida as Irma moves north,12-Sep-17
1628108340-840,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,World's busiest airport feels Irma's wrath,11-Sep-17
1628108340-844,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,5 things for September 12: Irma's path of destruction,12-Sep-17
1628108340-842,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,Your CNN MoneyStream daily brief,12-Sep-17
1628108340-849,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,Miss America 2018 is...,11-Sep-17
1628108340-839,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,"Irma floods Jacksonville, Charleston and Savannah",11-Sep-17
1628108340-854,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,Surviving Irma on Marco Island: 'It was a badass hurricane',11-Sep-17
1628108340-857,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,Disney World plans to reopen Tuesday after cleaning from Irma,11-Sep-17
1628108340-855,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,A Pizza Hut manager threatened to punish workers evacuating for Irma,11-Sep-17
1628108340-838,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,Even Donald Trump's hurricanes are record-breaking and the biggest,12-Sep-17
1628108340-848,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,Miami's main airport will slowly start up again on Tuesday,10-Sep-17
1628108340-853,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,Irma and Harvey together will be as expensive as Hurricane Katrina,11-Sep-17
1628108340-851,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,"Trump honors 9/11 victims, survivors and first responders",11-Sep-17
1628108340-847,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,When will Florida's airports reopen?,11-Sep-17
1628108340-856,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,White House says too early to determine if climate change helped fuel strong storms,11-Sep-17
1628108340-846,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,Satellite images show how Irma devastated parts of the Caribbean,11-Sep-17
1628108340-841,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,European leaders step up Irma relief effort in Caribbean,11-Sep-17
1628108340-852,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,"CNN 10 - September 12, 2017",11-Sep-17
1628108340-835,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=551&page=1,Florida's airports blink back to life after Irma,12-Sep-17
1628108383-875,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,After Irma we need to build better cities,11-Sep-17
1628108383-865,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Kristen Bell entertains while stuck in Florida,11-Sep-17
1628108383-888,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Tampa mayor: 'We're about to get punched in the face',10-Sep-17
1628108383-882,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Shorelines drained in eerie effect of Hurricane Irma,10-Sep-17
1628108383-878,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,The U.S. has been hit by two giant hurricanes. Here's the financial toll,10-Sep-17
1628108383-877,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Cuba cleans up after Hurricane Irma tears through Caribbean,10-Sep-17
1628108383-880,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,White House social media director tweets inaccurate hurricane video,10-Sep-17
1628108383-892,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,"At the Miami Herald, newsroom turns into shelter for reporters and their families",10-Sep-17
1628108383-886,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,"Rafael Nadal rolls to win third US Open, 16th major title",10-Sep-17
1628108383-894,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Tallahassee airport shutting down this evening ahead of Irma,10-Sep-17
1628108383-891,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,"CNN 10 - September 11, 2017",10-Sep-17
1628108383-876,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,The costliest natural disasters in U.S. history,11-Sep-17
1628108383-867,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,"We asked, you answered: Floridians share their Irma stories with CNN",10-Sep-17
1628108383-872,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,"Irma threatens birthday for 3-year old with leukemia, until nurses step in",11-Sep-17
1628108383-883,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,North Korea fears; Hurricane Irma; Brexit vote,11-Sep-17
1628108383-870,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Irma advances north to Georgia after battering Florida,11-Sep-17
1628108383-859,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Texas oil refineries still badly hurting from Harvey,11-Sep-17
1628108383-889,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Why tornadoes are among a hurricane's potent threats,10-Sep-17
1628108383-895,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Walmart ups hurricane relief commitment to $30 million,10-Sep-17
1628108383-890,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Trump to go to Florida 'very soon',10-Sep-17
1628108383-873,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,"Hurricanes will probably hurt the economy, but not for long",11-Sep-17
1628108383-874,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,"Congress week ahead: Disaster relief, defense policy bill",11-Sep-17
1628108383-862,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,They opened their home to Irma evacuees and made a birthday wish come true,10-Sep-17
1628108383-871,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,No other state gets hit by hurricanes as often as Florida,11-Sep-17
1628108383-869,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Trauma in the Caribbean: Don't forget about us,11-Sep-17
1628108383-864,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Irma kills 10 people in Cuba,11-Sep-17
1628108383-884,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,'I'm staying': These Floridians didn't evacuate,9-Sep-17
1628108383-893,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Step into the path of Hurricane Irma for a 360-degree look,10-Sep-17
1628108383-866,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,My Irma evacuation: 600 miles and a few tips for Florida,11-Sep-17
1628108383-881,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,What you need to know about Hurricane Irma,11-Sep-17
1628108383-860,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Is Donald Trump breaking the two-party stalemate? We debate!,11-Sep-17
1628108383-885,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Irma climbs Florida's coast; 'dangerous' storm surges feared,10-Sep-17
1628108383-863,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Harvey and Irma deliver one-two punch to battered flood insurance program,11-Sep-17
1628108383-887,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,This is what Florida looks like as Irma hits,10-Sep-17
1628108383-868,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Frustrated first responders have to ignore Irma 911 calls,11-Sep-17
1628108383-879,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Your CNN MoneyStream daily brief,11-Sep-17
1628108383-861,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=601&page=1,Dow soars 259 points as investors exhale after Irma,11-Sep-17
1628108432-917,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,Hurricane Irma offers first real test of Florida's post-Andrew emergency plan,8-Sep-17
1628108432-911,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,FEMA chief: 'Millions' could be without power from Irma,9-Sep-17
1628108432-899,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,John McCain: 'Not conscionable' to deport 'Dreamers',10-Sep-17
1628108432-919,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,A mother searches and awaits news of her daughters in Barbuda,7-Sep-17
1628108432-905,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=651&page=1,Hurricane Jose is moving away from outer Caribbean islands,9-Sep-17
